accuracy,loss,mAP,val_accuracy,val_loss,val_mAP
0.35262417793273926,1.4179209470748901,0.35262417793273926,0.44485294818878174,1.3201698064804077,0.44485294818878174
0.4142455458641052,1.309657096862793,0.4142455458641052,0.5036764740943909,1.2579412460327148,0.5036764740943909
0.4608716070652008,1.2585176229476929,0.4608716070652008,0.5422794222831726,1.210095763206482,0.5422794222831726
0.48617619276046753,1.2172043323516846,0.48617619276046753,0.5588235259056091,1.1771578788757324,0.5588235259056091
0.509137749671936,1.1870067119598389,0.509137749671936,0.5827205777168274,1.1475356817245483,0.5827205777168274
0.527881920337677,1.164778232574463,0.527881920337677,0.6102941036224365,1.1206029653549194,0.6102941036224365
0.5475632548332214,1.142124891281128,0.5475632548332214,0.6047794222831726,1.1030194759368896,0.6047794222831726
0.5524836182594299,1.1236892938613892,0.5524836182594299,0.623161792755127,1.0783711671829224,0.623161792755127
0.5548266172409058,1.1118478775024414,0.5548266172409058,0.6360294222831726,1.0645742416381836,0.6360294222831726
0.5606841444969177,1.0947974920272827,0.5606841444969177,0.6433823704719543,1.0456914901733398,0.6433823704719543
0.5684161186218262,1.083217978477478,0.5684161186218262,0.6507353186607361,1.0332098007202148,0.6507353186607361
0.5796626210212708,1.065590739250183,0.5796626210212708,0.6452205777168274,1.0224609375,0.6452205777168274
0.5782567858695984,1.0594648122787476,0.5782567858695984,0.6507353186607361,1.0183875560760498,0.6507353186607361
0.5848172307014465,1.0514507293701172,0.5848172307014465,0.6599264740943909,1.0019842386245728,0.6599264740943909
0.5937207341194153,1.0353281497955322,0.5937207341194153,0.6691176295280457,0.9897422790527344,0.6691176295280457
0.5951265096664429,1.0284496545791626,0.5951265096664429,0.6691176295280457,0.9787676334381104,0.6691176295280457
0.5984067320823669,1.0219589471817017,0.5984067320823669,0.6746323704719543,0.9719200134277344,0.6746323704719543
0.6007497906684875,1.0227735042572021,0.6007497906684875,0.6746323704719543,0.9655652642250061,0.6746323704719543
0.5991096496582031,1.0104944705963135,0.5991096496582031,0.6819853186607361,0.9571738243103027,0.6819853186607361
0.6030927896499634,1.0032202005386353,0.6030927896499634,0.685661792755127,0.9455569982528687,0.685661792755127
0.6059044003486633,0.9963407516479492,0.6059044003486633,0.6801470518112183,0.9449005126953125,0.6801470518112183
0.6141049861907959,0.9897319078445435,0.6141049861907959,0.6801470518112183,0.9421999454498291,0.6801470518112183
0.6094189286231995,0.9848243594169617,0.6094189286231995,0.6966911554336548,0.9301233887672424,0.6966911554336548
0.6211340427398682,0.9748832583427429,0.6211340427398682,0.7003676295280457,0.9209258556365967,0.7003676295280457
0.6192595958709717,0.9714446067810059,0.6192595958709717,0.6985294222831726,0.9158544540405273,0.6985294222831726
0.6152764558792114,0.9737751483917236,0.6152764558792114,0.6985294222831726,0.913726806640625,0.6985294222831726
0.620431125164032,0.9626089334487915,0.620431125164032,0.7040441036224365,0.9090503454208374,0.7040441036224365
0.623477041721344,0.9602417945861816,0.623477041721344,0.6911764740943909,0.8969764709472656,0.6911764740943909
0.6197282075881958,0.9589371681213379,0.6197282075881958,0.7040441036224365,0.8944216370582581,0.7040441036224365
0.6239456534385681,0.9577486515045166,0.6239456534385681,0.7058823704719543,0.8877679109573364,0.7058823704719543
0.6276944875717163,0.9469097852706909,0.6276944875717163,0.7095588445663452,0.8938905000686646,0.7095588445663452
0.6281630992889404,0.9461438655853271,0.6281630992889404,0.7095588445663452,0.8835186958312988,0.7095588445663452
0.6298031806945801,0.9336336851119995,0.6298031806945801,0.7132353186607361,0.8790118098258972,0.7132353186607361
0.623477041721344,0.9389480948448181,0.623477041721344,0.7113970518112183,0.8702918887138367,0.7113970518112183
0.6382380723953247,0.9289901256561279,0.6382380723953247,0.7077205777168274,0.8681929707527161,0.7077205777168274
0.6321461796760559,0.9302040338516235,0.6321461796760559,0.7022058963775635,0.8650728464126587,0.7022058963775635
0.6260543465614319,0.9328248500823975,0.6260543465614319,0.7113970518112183,0.8609083294868469,0.7113970518112183
0.6382380723953247,0.9238607287406921,0.6382380723953247,0.7077205777168274,0.858794093132019,0.7077205777168274
0.6462042927742004,0.9217473268508911,0.6462042927742004,0.7132353186607361,0.8553777933120728,0.7132353186607361
0.6361293196678162,0.9162737727165222,0.6361293196678162,0.7077205777168274,0.8526520729064941,0.7077205777168274
0.6424554586410522,0.9100394248962402,0.6424554586410522,0.7058823704719543,0.8477720618247986,0.7058823704719543
0.6410496830940247,0.9186718463897705,0.6410496830940247,0.7113970518112183,0.843747079372406,0.7113970518112183
0.6429240703582764,0.9149423241615295,0.6429240703582764,0.720588207244873,0.8436794281005859,0.720588207244873
0.6499531269073486,0.9053717851638794,0.6499531269073486,0.720588207244873,0.8387051224708557,0.720588207244873
0.6447985172271729,0.9047287106513977,0.6447985172271729,0.71875,0.8355880379676819,0.71875
0.6501874327659607,0.9037978649139404,0.6501874327659607,0.716911792755127,0.8317143321037292,0.716911792755127
0.6459699869155884,0.8959225416183472,0.6459699869155884,0.71875,0.8278734683990479,0.71875
0.6506560444831848,0.8959662914276123,0.6506560444831848,0.7279411554336548,0.8241094350814819,0.7279411554336548
0.6450328230857849,0.8949809670448303,0.6450328230857849,0.7132353186607361,0.8298177719116211,0.7132353186607361
0.6586223244667053,0.8870112299919128,0.6586223244667053,0.7261029481887817,0.821144700050354,0.7261029481887817
